check,file,status,value,detail
missing values by column,training/Fifth_Third_Bancorp/node_features.csv.gz::hist_in_degree,PASS,0,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::node_id,PASS,int64,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::Account_Country,PASS,str,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::Account_Currency,PASS,str,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::Entity_Type,PASS,str,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::Does_Account_Have_Debit_Card,PASS,float64,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::DebitCard_Index_in_EntityCards,PASS,float64,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::MCC,PASS,float64,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::Account_Type,PASS,str,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::Max_Overdraft,PASS,float64,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::account_kind,PASS,str,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::hist_sent_count,PASS,int64,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::hist_sent_amount_sum,PASS,int64,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::hist_recv_count,PASS,int64,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::hist_recv_amount_sum,PASS,int64,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::hist_out_degree,PASS,int64,
column dtype,training/Fifth_Third_Bancorp/node_features.csv.gz::hist_in_degree,PASS,int64,
duplicate txn_id values,training/Fifth_Third_Bancorp/transactions.csv.gz,PASS,0,
duplicate txn_id values,training/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,0,
invalid or unparseable timestamps,training/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,0,
timestamps outside expected period,training/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,0,
zero amounts,training/Fifth_Third_Bancorp/transactions.csv.gz,PASS,0,
negative amounts,training/Fifth_Third_Bancorp/transactions.csv.gz,PASS,0,
extreme amount max,training/Fifth_Third_Bancorp/transactions.csv.gz,PASS,10965572.59,
invalid labels,training/Fifth_Third_Bancorp/ground_truth.csv.gz,PASS,0,
class imbalance,training/Fifth_Third_Bancorp/ground_truth.csv.gz,WARNING,"{""0"": 34684, ""1"": 81}",fraud_rate=0.002330
unique source accounts,training/Fifth_Third_Bancorp/transactions.csv.gz,PASS,2166,
unique destination accounts,training/Fifth_Third_Bancorp/transactions.csv.gz,PASS,5872,
unknown account references,training/Fifth_Third_Bancorp,PASS,0,
invalid bank values,training/Fifth_Third_Bancorp/transactions.csv.gz,PASS,1,
inconsistent currencies,training/Fifth_Third_Bancorp/transactions.csv.gz,WARNING,"EUR,USD,XOF",
constant columns,training/Fifth_Third_Bancorp/transactions.csv.gz::src_bank_id,WARNING,1,
constant columns,training/Fifth_Third_Bancorp/transactions.csv.gz::currency,WARNING,1,
constant columns,training/Fifth_Third_Bancorp/transactions.csv.gz::Sufficient_Funds,WARNING,1,
constant columns,training/Fifth_Third_Bancorp/transactions.csv.gz::Overdraft_Okay,WARNING,1,
constant columns,training/Fifth_Third_Bancorp/transactions.csv.gz::Is_All_Cash,WARNING,1,
graph nodes missing from node maps,training/Fifth_Third_Bancorp/edge_list.csv.gz,PASS,0,
duplicate graph edges,training/Fifth_Third_Bancorp/edge_list.csv.gz,PASS,0,
disconnected or isolated nodes,training/Fifth_Third_Bancorp,PASS,0,
graph endpoint node features,training/Fifth_Third_Bancorp,PASS,7914,
transactions match labels,training/Fifth_Third_Bancorp,PASS,0,
core file exists,training/Key_Bank/transactions.csv.gz,PASS,True,
core file exists,training/Key_Bank/ground_truth.csv.gz,PASS,True,
core file exists,training/Key_Bank/edge_list.csv.gz,PASS,True,
core file exists,training/Key_Bank/node_map.csv.gz,PASS,True,
core file exists,training/Key_Bank/node_features.csv.gz,PASS,True,
row count,training/Key_Bank/transactions.csv.gz,PASS,22412,
duplicate rows,training/Key_Bank/transactions.csv.gz,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::txn_id,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::timestamp,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::Transaction_Date,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::Transaction_Time,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::src_id,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::dst_id,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::src_bank_id,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::dst_bank_id,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::Transaction_Day_of_Week,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::amount,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::currency,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::Amount_Received,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::Receiving_Currency,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::payment_format,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::From_Initial_Balance,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::To_Initial_Balance,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::Sufficient_Funds,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::Overdraft_Okay,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::Is_All_Cash,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::Is_Hold,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::transaction_type_model_safe,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::src_prev_txn_count,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::src_prev_amount_sum,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::src_prev_amount_mean,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::dst_prev_txn_count,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::dst_prev_amount_sum,PASS,0,
missing values by column,training/Key_Bank/transactions.csv.gz::dst_prev_amount_mean,PASS,0,
column dtype,training/Key_Bank/transactions.csv.gz::txn_id,PASS,int64,
column dtype,training/Key_Bank/transactions.csv.gz::timestamp,PASS,str,
column dtype,training/Key_Bank/transactions.csv.gz::Transaction_Date,PASS,str,
column dtype,training/Key_Bank/transactions.csv.gz::Transaction_Time,PASS,str,
column dtype,training/Key_Bank/transactions.csv.gz::src_id,PASS,int64,
column dtype,training/Key_Bank/transactions.csv.gz::dst_id,PASS,int64,
column dtype,training/Key_Bank/transactions.csv.gz::src_bank_id,PASS,str,
column dtype,training/Key_Bank/transactions.csv.gz::dst_bank_id,PASS,str,
column dtype,training/Key_Bank/transactions.csv.gz::Transaction_Day_of_Week,PASS,str,
column dtype,training/Key_Bank/transactions.csv.gz::amount,PASS,float64,
column dtype,training/Key_Bank/transactions.csv.gz::currency,PASS,str,
column dtype,training/Key_Bank/transactions.csv.gz::Amount_Received,PASS,float64,
column dtype,training/Key_Bank/transactions.csv.gz::Receiving_Currency,PASS,str,
column dtype,training/Key_Bank/transactions.csv.gz::payment_format,PASS,str,
column dtype,training/Key_Bank/transactions.csv.gz::From_Initial_Balance,PASS,float64,
column dtype,training/Key_Bank/transactions.csv.gz::To_Initial_Balance,PASS,float64,
column dtype,training/Key_Bank/transactions.csv.gz::Sufficient_Funds,PASS,int64,
column dtype,training/Key_Bank/transactions.csv.gz::Overdraft_Okay,PASS,int64,
column dtype,training/Key_Bank/transactions.csv.gz::Is_All_Cash,PASS,int64,
column dtype,training/Key_Bank/transactions.csv.gz::Is_Hold,PASS,int64,
column dtype,training/Key_Bank/transactions.csv.gz::transaction_type_model_safe,PASS,str,
column dtype,training/Key_Bank/transactions.csv.gz::src_prev_txn_count,PASS,int64,
column dtype,training/Key_Bank/transactions.csv.gz::src_prev_amount_sum,PASS,float64,
column dtype,training/Key_Bank/transactions.csv.gz::src_prev_amount_mean,PASS,float64,
column dtype,training/Key_Bank/transactions.csv.gz::dst_prev_txn_count,PASS,int64,
column dtype,training/Key_Bank/transactions.csv.gz::dst_prev_amount_sum,PASS,float64,
column dtype,training/Key_Bank/transactions.csv.gz::dst_prev_amount_mean,PASS,float64,
row count,training/Key_Bank/ground_truth.csv.gz,PASS,22412,
duplicate rows,training/Key_Bank/ground_truth.csv.gz,PASS,0,
missing values by column,training/Key_Bank/ground_truth.csv.gz::txn_id,PASS,0,
missing values by column,training/Key_Bank/ground_truth.csv.gz::timestamp,PASS,0,
missing values by column,training/Key_Bank/ground_truth.csv.gz::split,PASS,0,
missing values by column,training/Key_Bank/ground_truth.csv.gz::y,PASS,0,
column dtype,training/Key_Bank/ground_truth.csv.gz::txn_id,PASS,int64,
column dtype,training/Key_Bank/ground_truth.csv.gz::timestamp,PASS,str,
column dtype,training/Key_Bank/ground_truth.csv.gz::split,PASS,str,
column dtype,training/Key_Bank/ground_truth.csv.gz::y,PASS,int64,
row count,training/Key_Bank/edge_list.csv.gz,PASS,22412,
duplicate rows,training/Key_Bank/edge_list.csv.gz,PASS,0,
missing values by column,training/Key_Bank/edge_list.csv.gz::txn_id,PASS,0,
missing values by column,training/Key_Bank/edge_list.csv.gz::src_node,PASS,0,
missing values by column,training/Key_Bank/edge_list.csv.gz::dst_node,PASS,0,
missing values by column,training/Key_Bank/edge_list.csv.gz::timestamp,PASS,0,
missing values by column,training/Key_Bank/edge_list.csv.gz::amount,PASS,0,
missing values by column,training/Key_Bank/edge_list.csv.gz::currency,PASS,0,
missing values by column,training/Key_Bank/edge_list.csv.gz::Amount_Received,PASS,0,
missing values by column,training/Key_Bank/edge_list.csv.gz::Receiving_Currency,PASS,0,
missing values by column,training/Key_Bank/edge_list.csv.gz::payment_format,PASS,0,
missing values by column,training/Key_Bank/edge_list.csv.gz::transaction_type_model_safe,PASS,0,
column dtype,training/Key_Bank/edge_list.csv.gz::txn_id,PASS,int64,
column dtype,training/Key_Bank/edge_list.csv.gz::src_node,PASS,int64,
column dtype,training/Key_Bank/edge_list.csv.gz::dst_node,PASS,int64,
column dtype,training/Key_Bank/edge_list.csv.gz::timestamp,PASS,str,
column dtype,training/Key_Bank/edge_list.csv.gz::amount,PASS,float64,
column dtype,training/Key_Bank/edge_list.csv.gz::currency,PASS,str,
column dtype,training/Key_Bank/edge_list.csv.gz::Amount_Received,PASS,float64,
column dtype,training/Key_Bank/edge_list.csv.gz::Receiving_Currency,PASS,str,
column dtype,training/Key_Bank/edge_list.csv.gz::payment_format,PASS,str,
column dtype,training/Key_Bank/edge_list.csv.gz::transaction_type_model_safe,PASS,str,
row count,training/Key_Bank/node_map.csv.gz,PASS,5314,
duplicate rows,training/Key_Bank/node_map.csv.gz,PASS,0,
missing values by column,training/Key_Bank/node_map.csv.gz::account_id,PASS,0,
missing values by column,training/Key_Bank/node_map.csv.gz::node_id,PASS,0,
column dtype,training/Key_Bank/node_map.csv.gz::account_id,PASS,int64,
column dtype,training/Key_Bank/node_map.csv.gz::node_id,PASS,int64,
row count,training/Key_Bank/node_features.csv.gz,PASS,5314,
duplicate rows,training/Key_Bank/node_features.csv.gz,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::node_id,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::Account_Country,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::Account_Currency,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::Entity_Type,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::Does_Account_Have_Debit_Card,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::DebitCard_Index_in_EntityCards,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::MCC,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::Account_Type,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::Max_Overdraft,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::account_kind,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::hist_sent_count,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::hist_sent_amount_sum,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::hist_recv_count,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::hist_recv_amount_sum,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::hist_out_degree,PASS,0,
missing values by column,training/Key_Bank/node_features.csv.gz::hist_in_degree,PASS,0,
column dtype,training/Key_Bank/node_features.csv.gz::node_id,PASS,int64,
column dtype,training/Key_Bank/node_features.csv.gz::Account_Country,PASS,str,
column dtype,training/Key_Bank/node_features.csv.gz::Account_Currency,PASS,str,
column dtype,training/Key_Bank/node_features.csv.gz::Entity_Type,PASS,str,
column dtype,training/Key_Bank/node_features.csv.gz::Does_Account_Have_Debit_Card,PASS,float64,
column dtype,training/Key_Bank/node_features.csv.gz::DebitCard_Index_in_EntityCards,PASS,float64,
column dtype,training/Key_Bank/node_features.csv.gz::MCC,PASS,float64,
column dtype,training/Key_Bank/node_features.csv.gz::Account_Type,PASS,str,
column dtype,training/Key_Bank/node_features.csv.gz::Max_Overdraft,PASS,float64,
column dtype,training/Key_Bank/node_features.csv.gz::account_kind,PASS,str,
column dtype,training/Key_Bank/node_features.csv.gz::hist_sent_count,PASS,int64,
column dtype,training/Key_Bank/node_features.csv.gz::hist_sent_amount_sum,PASS,int64,
column dtype,training/Key_Bank/node_features.csv.gz::hist_recv_count,PASS,int64,
column dtype,training/Key_Bank/node_features.csv.gz::hist_recv_amount_sum,PASS,int64,
column dtype,training/Key_Bank/node_features.csv.gz::hist_out_degree,PASS,int64,
column dtype,training/Key_Bank/node_features.csv.gz::hist_in_degree,PASS,int64,
duplicate txn_id values,training/Key_Bank/transactions.csv.gz,PASS,0,
duplicate txn_id values,training/Key_Bank/ground_truth.csv.gz,PASS,0,
invalid or unparseable timestamps,training/Key_Bank/ground_truth.csv.gz,PASS,0,
timestamps outside expected period,training/Key_Bank/ground_truth.csv.gz,PASS,0,
zero amounts,training/Key_Bank/transactions.csv.gz,PASS,0,
negative amounts,training/Key_Bank/transactions.csv.gz,PASS,0,
extreme amount max,training/Key_Bank/transactions.csv.gz,PASS,8626566.37,
invalid labels,training/Key_Bank/ground_truth.csv.gz,PASS,0,
class imbalance,training/Key_Bank/ground_truth.csv.gz,WARNING,"{""0"": 22312, ""1"": 100}",fraud_rate=0.004462
unique source accounts,training/Key_Bank/transactions.csv.gz,PASS,2134,
unique destination accounts,training/Key_Bank/transactions.csv.gz,PASS,3264,
unknown account references,training/Key_Bank,PASS,0,
invalid bank values,training/Key_Bank/transactions.csv.gz,PASS,1,
inconsistent currencies,training/Key_Bank/transactions.csv.gz,WARNING,"EUR,MXN,USD",
constant columns,training/Key_Bank/transactions.csv.gz::src_bank_id,WARNING,1,
constant columns,training/Key_Bank/transactions.csv.gz::Overdraft_Okay,WARNING,1,
constant columns,training/Key_Bank/transactions.csv.gz::Is_All_Cash,WARNING,1,
graph nodes missing from node maps,training/Key_Bank/edge_list.csv.gz,PASS,0,
duplicate graph edges,training/Key_Bank/edge_list.csv.gz,PASS,0,
disconnected or isolated nodes,training/Key_Bank,PASS,0,
graph endpoint node features,training/Key_Bank,PASS,5314,
transactions match labels,training/Key_Bank,PASS,0,
core file exists,validation/JPMorgan_Chase/transactions.csv.gz,PASS,True,
core file exists,validation/JPMorgan_Chase/ground_truth.csv.gz,PASS,True,
core file exists,validation/JPMorgan_Chase/edge_list.csv.gz,PASS,True,
core file exists,validation/JPMorgan_Chase/node_map.csv.gz,PASS,True,
core file exists,validation/JPMorgan_Chase/node_features.csv.gz,PASS,True,
row count,validation/JPMorgan_Chase/transactions.csv.gz,PASS,64487,
duplicate rows,validation/JPMorgan_Chase/transactions.csv.gz,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::txn_id,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::timestamp,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::Transaction_Date,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::Transaction_Time,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::src_id,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::dst_id,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::src_bank_id,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::dst_bank_id,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::Transaction_Day_of_Week,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::amount,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::currency,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::Amount_Received,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::Receiving_Currency,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::payment_format,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::From_Initial_Balance,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::To_Initial_Balance,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::Sufficient_Funds,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::Overdraft_Okay,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::Is_All_Cash,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::Is_Hold,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::transaction_type_model_safe,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::src_prev_txn_count,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::src_prev_amount_sum,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::src_prev_amount_mean,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::dst_prev_txn_count,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::dst_prev_amount_sum,PASS,0,
missing values by column,validation/JPMorgan_Chase/transactions.csv.gz::dst_prev_amount_mean,PASS,0,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::txn_id,PASS,int64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::timestamp,PASS,str,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::Transaction_Date,PASS,str,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::Transaction_Time,PASS,str,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::src_id,PASS,int64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::dst_id,PASS,int64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::src_bank_id,PASS,str,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::dst_bank_id,PASS,str,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::Transaction_Day_of_Week,PASS,str,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::amount,PASS,float64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::currency,PASS,str,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::Amount_Received,PASS,float64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::Receiving_Currency,PASS,str,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::payment_format,PASS,str,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::From_Initial_Balance,PASS,float64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::To_Initial_Balance,PASS,float64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::Sufficient_Funds,PASS,int64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::Overdraft_Okay,PASS,int64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::Is_All_Cash,PASS,int64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::Is_Hold,PASS,int64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::transaction_type_model_safe,PASS,str,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::src_prev_txn_count,PASS,int64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::src_prev_amount_sum,PASS,float64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::src_prev_amount_mean,PASS,float64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::dst_prev_txn_count,PASS,int64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::dst_prev_amount_sum,PASS,float64,
column dtype,validation/JPMorgan_Chase/transactions.csv.gz::dst_prev_amount_mean,PASS,float64,
row count,validation/JPMorgan_Chase/ground_truth.csv.gz,PASS,64487,
duplicate rows,validation/JPMorgan_Chase/ground_truth.csv.gz,PASS,0,
missing values by column,validation/JPMorgan_Chase/ground_truth.csv.gz::txn_id,PASS,0,
missing values by column,validation/JPMorgan_Chase/ground_truth.csv.gz::timestamp,PASS,0,
missing values by column,validation/JPMorgan_Chase/ground_truth.csv.gz::split,PASS,0,
missing values by column,validation/JPMorgan_Chase/ground_truth.csv.gz::y,PASS,0,
column dtype,validation/JPMorgan_Chase/ground_truth.csv.gz::txn_id,PASS,int64,
column dtype,validation/JPMorgan_Chase/ground_truth.csv.gz::timestamp,PASS,str,
column dtype,validation/JPMorgan_Chase/ground_truth.csv.gz::split,PASS,str,
column dtype,validation/JPMorgan_Chase/ground_truth.csv.gz::y,PASS,int64,
row count,validation/JPMorgan_Chase/edge_list.csv.gz,PASS,64487,
duplicate rows,validation/JPMorgan_Chase/edge_list.csv.gz,PASS,0,
missing values by column,validation/JPMorgan_Chase/edge_list.csv.gz::txn_id,PASS,0,
missing values by column,validation/JPMorgan_Chase/edge_list.csv.gz::src_node,PASS,0,
missing values by column,validation/JPMorgan_Chase/edge_list.csv.gz::dst_node,PASS,0,
missing values by column,validation/JPMorgan_Chase/edge_list.csv.gz::timestamp,PASS,0,
missing values by column,validation/JPMorgan_Chase/edge_list.csv.gz::amount,PASS,0,
missing values by column,validation/JPMorgan_Chase/edge_list.csv.gz::currency,PASS,0,
missing values by column,validation/JPMorgan_Chase/edge_list.csv.gz::Amount_Received,PASS,0,
missing values by column,validation/JPMorgan_Chase/edge_list.csv.gz::Receiving_Currency,PASS,0,
missing values by column,validation/JPMorgan_Chase/edge_list.csv.gz::payment_format,PASS,0,
missing values by column,validation/JPMorgan_Chase/edge_list.csv.gz::transaction_type_model_safe,PASS,0,
column dtype,validation/JPMorgan_Chase/edge_list.csv.gz::txn_id,PASS,int64,
column dtype,validation/JPMorgan_Chase/edge_list.csv.gz::src_node,PASS,int64,
column dtype,validation/JPMorgan_Chase/edge_list.csv.gz::dst_node,PASS,int64,
column dtype,validation/JPMorgan_Chase/edge_list.csv.gz::timestamp,PASS,str,
column dtype,validation/JPMorgan_Chase/edge_list.csv.gz::amount,PASS,float64,
column dtype,validation/JPMorgan_Chase/edge_list.csv.gz::currency,PASS,str,
column dtype,validation/JPMorgan_Chase/edge_list.csv.gz::Amount_Received,PASS,float64,
column dtype,validation/JPMorgan_Chase/edge_list.csv.gz::Receiving_Currency,PASS,str,
column dtype,validation/JPMorgan_Chase/edge_list.csv.gz::payment_format,PASS,str,
column dtype,validation/JPMorgan_Chase/edge_list.csv.gz::transaction_type_model_safe,PASS,str,
row count,validation/JPMorgan_Chase/node_map.csv.gz,PASS,22600,
duplicate rows,validation/JPMorgan_Chase/node_map.csv.gz,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_map.csv.gz::account_id,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_map.csv.gz::node_id,PASS,0,
column dtype,validation/JPMorgan_Chase/node_map.csv.gz::account_id,PASS,int64,
column dtype,validation/JPMorgan_Chase/node_map.csv.gz::node_id,PASS,int64,
row count,validation/JPMorgan_Chase/node_features.csv.gz,PASS,22600,
duplicate rows,validation/JPMorgan_Chase/node_features.csv.gz,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::node_id,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::Account_Country,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::Account_Currency,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::Entity_Type,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::Does_Account_Have_Debit_Card,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::DebitCard_Index_in_EntityCards,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::MCC,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::Account_Type,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::Max_Overdraft,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::account_kind,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::hist_sent_count,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::hist_sent_amount_sum,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::hist_recv_count,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::hist_recv_amount_sum,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::hist_out_degree,PASS,0,
missing values by column,validation/JPMorgan_Chase/node_features.csv.gz::hist_in_degree,PASS,0,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::node_id,PASS,int64,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::Account_Country,PASS,str,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::Account_Currency,PASS,str,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::Entity_Type,PASS,str,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::Does_Account_Have_Debit_Card,PASS,float64,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::DebitCard_Index_in_EntityCards,PASS,float64,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::MCC,PASS,float64,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::Account_Type,PASS,str,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::Max_Overdraft,PASS,float64,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::account_kind,PASS,str,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::hist_sent_count,PASS,float64,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::hist_sent_amount_sum,PASS,float64,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::hist_recv_count,PASS,float64,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::hist_recv_amount_sum,PASS,float64,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::hist_out_degree,PASS,float64,
column dtype,validation/JPMorgan_Chase/node_features.csv.gz::hist_in_degree,PASS,float64,
duplicate txn_id values,validation/JPMorgan_Chase/transactions.csv.gz,PASS,0,
duplicate txn_id values,validation/JPMorgan_Chase/ground_truth.csv.gz,PASS,0,
invalid or unparseable timestamps,validation/JPMorgan_Chase/ground_truth.csv.gz,PASS,0,
timestamps outside expected period,validation/JPMorgan_Chase/ground_truth.csv.gz,PASS,0,
zero amounts,validation/JPMorgan_Chase/transactions.csv.gz,PASS,0,
negative amounts,validation/JPMorgan_Chase/transactions.csv.gz,PASS,0,
extreme amount max,validation/JPMorgan_Chase/transactions.csv.gz,PASS,13663799.77,
invalid labels,validation/JPMorgan_Chase/ground_truth.csv.gz,PASS,0,
